"meshblockID" "urbanRural" "code"
218401 "Rural area with high urban influence" "D"
352200 "Main urban area" "A"
499100 "Main urban area" "A"
525000 "Main urban area" "A"
280901 "Main urban area" "A"
565300 "Main urban area" "A"
639800 "Main urban area" "A"
75002 "Rural area with high urban influence" "D"
173703 "Main urban area" "A"
194300 "Main urban area" "A"
338900 "Main urban area" "A"
413500 "Main urban area" "A"
385500 "Main urban area" "A"
273100 "Main urban area" "A"
581300 "Main urban area" "A"
587400 "Main urban area" "A"
61802 "Main urban area" "A"
439604 "Highly rural/remote area" "G"
158904 "Main urban area" "A"
515202 "Satellite Urban Area" "C"
230200 "Main urban area" "A"
449600 "Main urban area" "A"
719600 "Main urban area" "A"
447902 "Main urban area" "A"
371400 "Main urban area" "A"
86104 "Main urban area" "A"
135700 "Rural area with low urban influence" "F"
178706 "Main urban area" "A"
347201 "Main urban area" "A"
249900 "Main urban area" "A"
497800 "Main urban area" "A"
528201 "Main urban area" "A"
645000 "Main urban area" "A"
582302 "Main urban area" "A"
63705 "Main urban area" "A"
134302 "Highly rural/remote area" "G"
158706 "Main urban area" "A"
515703 "Satellite Urban Area" "C"
248100 "Main urban area" "A"
503300 "Main urban area" "A"
444700 "Main urban area" "A"
617600 "Main urban area" "A"
279500 "Main urban area" "A"
80500 "Highly rural/remote area" "G"
217600 "Rural area with high urban influence" "D"
307700 "Main urban area" "A"
1046901 "Independent Urban Area" "B"
500200 "Main urban area" "A"
489100 "Main urban area" "A"
557900 "Main urban area" "A"
717706 "Main urban area" "A"
591800 "Main urban area" "A"
115500 "Independent Urban Area" "B"
208500 "Satellite Urban Area" "C"
308900 "Main urban area" "A"
218902 "Rural area with high urban influence" "D"
435600 "Main urban area" "A"
240503 "Main urban area" "A"
554500 "Main urban area" "A"
265300 "Main urban area" "A"
288800 "Main urban area" "A"
80100 "Rural area with moderate urban influence" "E"
175816 "Main urban area" "A"
195900 "Main urban area" "A"
1045513 "Independent Urban Area" "B"
409100 "Main urban area" "A"
258500 "Main urban area" "A"
634000 "Main urban area" "A"
565400 "Main urban area" "A"
635601 "Main urban area" "A"
90100 "Main urban area" "A"
138814 "Rural area with moderate urban influence" "E"
180402 "Main urban area" "A"
348900 "Main urban area" "A"
426000 "Main urban area" "A"
508200 "Main urban area" "A"
477800 "Main urban area" "A"
448700 "Main urban area" "A"
262002 "Main urban area" "A"
89500 "Main urban area" "A"
138201 "Rural area with low urban influence" "F"
156002 "Main urban area" "A"
205202 "Main urban area" "A"
228600 "Main urban area" "A"
407000 "Main urban area" "A"
280703 "Main urban area" "A"
617700 "Main urban area" "A"
572001 "Main urban area" "A"
85600 "Main urban area" "A"
1281006 "Highly rural/remote area" "G"
142700 "Independent Urban Area" "B"
1030500 "Rural area with moderate urban influence" "E"
154900 "Main urban area" "A"
1029900 "Rural area with low urban influence" "F"
363600 "Main urban area" "A"
1026800 "Highly rural/remote area" "G"
251000 "Main urban area" "A"
1041400 "Rural area with low urban influence" "F"
255600 "Main urban area" "A"
1396800 "Highly rural/remote area" "G"
853100 "Rural area with high urban influence" "D"
458200 "Main urban area" "A"
1041500 "Highly rural/remote area" "G"
849300 "Highly rural/remote area" "G"
561600 "Main urban area" "A"
1365600 "Rural area with moderate urban influence" "E"
1194000 "Rural area with moderate urban influence" "E"
622200 "Main urban area" "A"
1090700 "Rural area with low urban influence" "F"
953900 "Rural area with low urban influence" "F"
954600 "Rural area with low urban influence" "F"
1185400 "Rural area with moderate urban influence" "E"
1342300 "Rural area with low urban influence" "F"
1021800 "Rural area with low urban influence" "F"
1027000 "Highly rural/remote area" "G"
1186800 "Highly rural/remote area" "G"
949900 "Main urban area" "A"
931500 "Main urban area" "A"
888302 "Main urban area" "A"
888400 "Main urban area" "A"
920600 "Main urban area" "A"
931200 "Main urban area" "A"
854901 "Satellite Urban Area" "C"
888500 "Main urban area" "A"
888301 "Main urban area" "A"
892200 "Main urban area" "A"
921100 "Main urban area" "A"
2904700 "Main urban area" "A"
2904800 "Main urban area" "A"
2962900 "Main urban area" "A"
2940900 "Main urban area" "A"
2964400 "Main urban area" "A"
2905000 "Main urban area" "A"
2509804 "Main urban area" "A"
2901800 "Main urban area" "A"
2503702 "Main urban area" "A"
2903100 "Main urban area" "A"
2504113 "Main urban area" "A"
2509803 "Main urban area" "A"
2509806 "Main urban area" "A"
2509807 "Main urban area" "A"
2509805 "Main urban area" "A"
2510102 "Main urban area" "A"
2974100 "Rural area with moderate urban influence" "E"
2903000 "Main urban area" "A"
2504106 "Main urban area" "A"
2512900 "Main urban area" "A"
2658900 "Main urban area" "A"
2489804 "Main urban area" "A"
2581700 "Main urban area" "A"
2617200 "Main urban area" "A"
2582900 "Main urban area" "A"
2496003 "Main urban area" "A"
2539203 "Main urban area" "A"
2583100 "Main urban area" "A"
2096200 "Main urban area" "A"
2137313 "Area outside urban/rural profile" "Z"
2352500 "Rural area with moderate urban influence" "E"
2491502 "Main urban area" "A"
2093000 "Main urban area" "A"
2590301 "Main urban area" "A"
2015402 "Main urban area" "A"
2011300 "Main urban area" "A"
1713800 "Main urban area" "A"
2091700 "Main urban area" "A"
1715900 "Main urban area" "A"
2097700 "Main urban area" "A"
1715600 "Main urban area" "A"
1712900 "Main urban area" "A"
1697700 "Main urban area" "A"
1696000 "Main urban area" "A"
1714300 "Main urban area" "A"
1718500 "Main urban area" "A"
2096800 "Main urban area" "A"
2091800 "Main urban area" "A"
1714500 "Main urban area" "A"
1724500 "Main urban area" "A"
1869700 "Independent Urban Area" "B"
1872000 "Independent Urban Area" "B"
1866600 "Independent Urban Area" "B"
1865900 "Independent Urban Area" "B"
1866500 "Independent Urban Area" "B"
1869402 "Independent Urban Area" "B"
1871900 "Independent Urban Area" "B"
1869600 "Independent Urban Area" "B"
2227300 "Rural area with low urban influence" "F"
1869800 "Independent Urban Area" "B"
1319600 "Independent Urban Area" "B"
101500 "Main urban area" "A"
1220100 "Main urban area" "A"
139504 "Independent Urban Area" "B"
1319800 "Independent Urban Area" "B"
215901 "Main urban area" "A"
1319300 "Independent Urban Area" "B"
206500 "Main urban area" "A"
1318800 "Independent Urban Area" "B"
440104 "Area outside urban/rural profile" "Z"
1000600 "Rural area with low urban influence" "F"
775805 "Main urban area" "A"
396400 "Main urban area" "A"
1220600 "Main urban area" "A"
1059907 "Independent Urban Area" "B"
523200 "Main urban area" "A"
1220200 "Main urban area" "A"
775813 "Main urban area" "A"
578100 "Main urban area" "A"
753304 "Main urban area" "A"
370000 "Main urban area" "A"
1059313 "Independent Urban Area" "B"
771800 "Main urban area" "A"
776800 "Main urban area" "A"
774423 "Main urban area" "A"
1220700 "Main urban area" "A"
1319700 "Independent Urban Area" "B"
1280705 "Rural area with low urban influence" "F"
1364900 "Rural area with moderate urban influence" "E"
1385105 "Main urban area" "A"
1385800 "Main urban area" "A"
753402 "Main urban area" "A"
1385104 "Main urban area" "A"
759722 "Main urban area" "A"
1040800 "Highly rural/remote area" "G"
1092000 "Rural area with moderate urban influence" "E"
97300 "Main urban area" "A"
1385902 "Main urban area" "A"
853900 "Rural area with high urban influence" "D"
139501 "Independent Urban Area" "B"
1385700 "Main urban area" "A"
1106700 "Rural area with low urban influence" "F"
151000 "Main urban area" "A"
1313703 "Area outside urban/rural profile" "Z"
321300 "Main urban area" "A"
1184900 "Rural area with moderate urban influence" "E"
433503 "Main urban area" "A"
1106800 "Rural area with low urban influence" "F"
406502 "Main urban area" "A"
1107900 "Rural area with low urban influence" "F"
678400 "Main urban area" "A"
852600 "Rural area with low urban influence" "F"
624302 "Main urban area" "A"
689000 "Main urban area" "A"
1364400 "Rural area with moderate urban influence" "E"
1359001 "Main urban area" "A"
1108200 "Rural area with low urban influence" "F"
850600 "Rural area with high urban influence" "D"
72900 "Rural area with moderate urban influence" "E"
147216 "Area outside urban/rural profile" "Z"
152500 "Main urban area" "A"
363901 "Main urban area" "A"
421600 "Main urban area" "A"
450901 "Main urban area" "A"
550600 "Main urban area" "A"
655002 "Main urban area" "A"
686700 "Main urban area" "A"
2785802 "Independent Urban Area" "B"
2785000 "Independent Urban Area" "B"
2784502 "Independent Urban Area" "B"
2774606 "Independent Urban Area" "B"
2785801 "Independent Urban Area" "B"
2783400 "Independent Urban Area" "B"
2175400 "Main urban area" "A"
2783000 "Independent Urban Area" "B"
2211800 "Main urban area" "A"
2784700 "Independent Urban Area" "B"
2214400 "Main urban area" "A"
2187303 "Main urban area" "A"
2363206 "Main urban area" "A"
2364900 "Main urban area" "A"
2174800 "Main urban area" "A"
2362100 "Main urban area" "A"
2774607 "Independent Urban Area" "B"
2774700 "Independent Urban Area" "B"
2868800 "Main urban area" "A"
2905300 "Main urban area" "A"
2908100 "Main urban area" "A"
2868700 "Main urban area" "A"
2212300 "Main urban area" "A"
2868600 "Main urban area" "A"
2195000 "Main urban area" "A"
2904200 "Main urban area" "A"
2514900 "Main urban area" "A"
2882100 "Main urban area" "A"
2515000 "Main urban area" "A"
2906600 "Main urban area" "A"
2503902 "Main urban area" "A"
2513600 "Main urban area" "A"
2513502 "Main urban area" "A"
2465900 "Rural area with low urban influence" "F"
2513501 "Main urban area" "A"
2466800 "Rural area with high urban influence" "D"
2906500 "Main urban area" "A"
2905201 "Main urban area" "A"
2267900 "Satellite Urban Area" "C"
1885600 "Main urban area" "A"
1903710 "Main urban area" "A"
2515105 "Main urban area" "A"
1907800 "Main urban area" "A"
2515110 "Main urban area" "A"
1915301 "Rural area with high urban influence" "D"
1910000 "Main urban area" "A"
1650900 "Rural area with low urban influence" "F"
1909000 "Main urban area" "A"
1421200 "Main urban area" "A"
2037800 "Main urban area" "A"
1653100 "Independent Urban Area" "B"
1411400 "Rural area with high urban influence" "D"
1650802 "Rural area with low urban influence" "F"
1416900 "Main urban area" "A"
1417200 "Main urban area" "A"
1419400 "Main urban area" "A"
1906800 "Main urban area" "A"
1909100 "Main urban area" "A"
2095500 "Main urban area" "A"
2011100 "Main urban area" "A"
2095800 "Main urban area" "A"
2012800 "Main urban area" "A"
1421500 "Main urban area" "A"
2383805 "Highly rural/remote area" "G"
1421600 "Main urban area" "A"
1980300 "Main urban area" "A"
1698200 "Main urban area" "A"
2088500 "Main urban area" "A"
1722100 "Main urban area" "A"
2089600 "Main urban area" "A"
1523100 "Rural area with moderate urban influence" "E"
1747900 "Rural area with moderate urban influence" "E"
1712000 "Main urban area" "A"
1427908 "Area outside urban/rural profile" "Z"
1696900 "Main urban area" "A"
1723100 "Main urban area" "A"
2351100 "Rural area with moderate urban influence" "E"
2015403 "Main urban area" "A"
1713500 "Main urban area" "A"
1695500 "Main urban area" "A"
3132500 "Main urban area" "A"
3127500 "Main urban area" "A"
3132400 "Main urban area" "A"
3137800 "Main urban area" "A"
3128200 "Main urban area" "A"
3127600 "Main urban area" "A"
3132700 "Main urban area" "A"
3131200 "Main urban area" "A"
3131600 "Main urban area" "A"
3115700 "Main urban area" "A"
905902 "Main urban area" "A"
913100 "Main urban area" "A"
905807 "Main urban area" "A"
910600 "Main urban area" "A"
894500 "Main urban area" "A"
896401 "Main urban area" "A"
915600 "Main urban area" "A"
913000 "Main urban area" "A"
890100 "Main urban area" "A"
889500 "Main urban area" "A"
1348900 "Highly rural/remote area" "G"
1317400 "Independent Urban Area" "B"
1251500 "Main urban area" "A"
1348400 "Highly rural/remote area" "G"
1316300 "Independent Urban Area" "B"
1320102 "Independent Urban Area" "B"
775807 "Main urban area" "A"
1251400 "Main urban area" "A"
753202 "Main urban area" "A"
1318000 "Independent Urban Area" "B"
752900 "Main urban area" "A"
1059909 "Independent Urban Area" "B"
1059310 "Independent Urban Area" "B"
759734 "Main urban area" "A"
758700 "Main urban area" "A"
759702 "Main urban area" "A"
1317800 "Independent Urban Area" "B"
1326115 "Independent Urban Area" "B"
758400 "Main urban area" "A"
758500 "Main urban area" "A"
109103 "Main urban area" "A"
170811 "Main urban area" "A"
213800 "Main urban area" "A"
350500 "Main urban area" "A"
428100 "Main urban area" "A"
405400 "Main urban area" "A"
719802 "Main urban area" "A"
265900 "Main urban area" "A"
261803 "Main urban area" "A"
103600 "Main urban area" "A"
177000 "Rural area with high urban influence" "D"
180103 "Main urban area" "A"
2479800 "Main urban area" "A"
362502 "Main urban area" "A"
2647900 "Main urban area" "A"
440118 "Area outside urban/rural profile" "Z"
2648700 "Main urban area" "A"
533000 "Main urban area" "A"
2648600 "Main urban area" "A"
523400 "Main urban area" "A"
2649400 "Main urban area" "A"
643802 "Main urban area" "A"
2649300 "Main urban area" "A"
711124 "Main urban area" "A"
2475600 "Main urban area" "A"
2649500 "Main urban area" "A"
2647500 "Main urban area" "A"
2477300 "Main urban area" "A"
2772601 "Rural area with low urban influence" "F"
2772602 "Rural area with moderate urban influence" "E"
2809600 "Independent Urban Area" "B"
102201 "Main urban area" "A"
2851600 "Highly rural/remote area" "G"
142100 "Rural area with low urban influence" "F"
2809500 "Independent Urban Area" "B"
1045406 "Rural area with low urban influence" "F"
2777700 "Rural area with moderate urban influence" "E"
2173800 "Main urban area" "A"
222903 "Main urban area" "A"
2809400 "Independent Urban Area" "B"
2361800 "Main urban area" "A"
634357 "Area outside urban/rural profile" "Z"
2809300 "Independent Urban Area" "B"
2280104 "Highly rural/remote area" "G"
503500 "Main urban area" "A"
2196300 "Main urban area" "A"
541700 "Main urban area" "A"
2173100 "Main urban area" "A"
565900 "Main urban area" "A"
2197400 "Main urban area" "A"
597800 "Main urban area" "A"
2166100 "Main urban area" "A"
2196400 "Main urban area" "A"
2772800 "Rural area with moderate urban influence" "E"
2805000 "Rural area with low urban influence" "F"
1782400 "Satellite Urban Area" "C"
2349500 "Highly rural/remote area" "G"
1781800 "Satellite Urban Area" "C"
2173900 "Main urban area" "A"
2349500 "Highly rural/remote area" "G"
2173500 "Main urban area" "A"
2349500 "Highly rural/remote area" "G"
1853300 "Rural area with high urban influence" "D"
2221600 "Rural area with low urban influence" "F"
2349500 "Highly rural/remote area" "G"
2222500 "Rural area with low urban influence" "F"
1781900 "Satellite Urban Area" "C"
1903709 "Main urban area" "A"
2284400 "Rural area with low urban influence" "F"
1912800 "Main urban area" "A"
2072522 "Main urban area" "A"
1913000 "Main urban area" "A"
2057101 "Main urban area" "A"
1754602 "Independent Urban Area" "B"
2072520 "Main urban area" "A"
1631900 "Rural area with low urban influence" "F"
1913100 "Main urban area" "A"
1753000 "Independent Urban Area" "B"
1753100 "Independent Urban Area" "B"
1753500 "Independent Urban Area" "B"
1654200 "Independent Urban Area" "B"
1409900 "Rural area with moderate urban influence" "E"
1752900 "Independent Urban Area" "B"
2039400 "Main urban area" "A"
1903900 "Rural area with high urban influence" "D"
1669500 "Highly rural/remote area" "G"
1754300 "Independent Urban Area" "B"
3116500 "Main urban area" "A"
3161302 "Main urban area" "A"
3125600 "Main urban area" "A"
