"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","EASTING","NORTHING","NOTHING"
"2/116/7.48","100","S","LUND ROAD","201101484","01/03/2011","Tue","0540","TRUCK1 NBD on SH 2 lost control turning right, TRUCK1 hit Traffic Sign on right hand bend ","TRUCK1 too far left/right, lost control while returning to seal from unsealed shoulder, driver over-reacted, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","0","1","1857064","5835132",
"2/116/7.874","500","S","LUND ROAD","2902737","28/04/2009","Tue","2121","CAR1 NBD on SH 2 lost control turning left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast entering corner, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Wet","Dark","Unknown","Unknown","N/A","0","0","1","1857306","5834817",
"2/116/7.916","400","W","THOMPSONS TRACK","201103220","31/05/2011","Tue","1405","VAN1 NBD on SH 2 hit SUV2 turning right onto SH 2 from the left","SUV2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","2","1857325","5834786",
"2/116/8.089","220","N","THOMPSONS TRACK","2901396","02/01/2009","Fri","1530","CAR1 NBD on SH 2 lost control on straight and hit SUV2 head on","CAR1 alcohol test result unknown, lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1857419","5834633",
"2/116/8.116","200","W","THOMPSONS TRACK","201004425","05/08/2010","Thu","1259","SUV1 EBD on SH 2 lost control turning right, SUV1 hit Guard Rail on right hand bend ","SUV1 too far left/right, attention diverted by cigarette etc","Dry","Overcast","Fine","Unknown","Nil","0","0","1","1857430","5834616",
"2/116/8.209","100","N","THOMPSONS TRACK","2803574","14/06/2008","Sat","2130","CAR1 SBD on SH 2 lost control turning left, CAR1 hit Fence, Tree","CAR1 too fast entering corner, lost control when turning","Wet","Dark","Light Rain","Unknown","Nil","0","3","1","1857490","5834536",
"2/116/8.214","100","W","THOMPSONS TRACK","201002825","15/05/2010","Sat","1435","CAR1 NBD on SH 2 lost control turning right, CAR1 hit Other on right hand bend ","CAR1 too fast entering corner, lost control when turning, incorrect tyre type  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","1","1857490","5834536",
"2/116/8.429","120","E","THOMPSONS TRACK","2806015","30/12/2008","Tue","1242","MOTOR CYCLE1 SBD on SH 2 lost control but did not leave the road","MOTOR CYCLE1 lost control, load","Dry","Overcast","Fine","Unknown","Nil","0","0","2","1857681","5834429",
"2/116/8.509","200","E","THOMPSONS TRACK","2806016","09/07/2008","Wed","1600","CAR1 EBD on SH 2 lost control; went off road to left, CAR1 hit Bridge, Cliff Bank","CAR1 lost control, attention diverted by passengers","Wet","Overcast","Fine","Unknown","Nil","0","0","4","1857753","5834395",
"2/116/8.716","200","W","WALKER ROAD WEST","201202747","09/06/2012","Sat","0702","SUV1 WBD on SH 2 lost control turning right, SUV1 went Over Bank, Traffic Sign on right hand bend ","SUV1 alcohol test above limit or test refused, lost control when turning","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1857934","5834310",
"2/116/8.746","200","W","WALKER ROAD EAST","2902301","17/03/2009","Tue","1320","VAN1 WBD on SH 2 lost control turning right, VAN1 went Over Bank, Ditch on right hand bend ","VAN1 too far left/right, driver over-reacted, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1857968","5834297",
"2/116/9.708","100","E","WESTBANK DRIVE","2803839","17/06/2008","Tue","1525","SUV1 WBD on SH 2 lost control; went off road to left, SUV1 hit Post Or Pole, Traffic Sign","SUV1 alcohol test above limit or test refused","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1858914","5834122",
"2/116/10.07","","I","LOCKINGTON ROAD","2901742","24/02/2009","Tue","2345","CAR2 turning right hit by oncoming CAR1 NBD on SH 2  CAR1 hit Cliff Bank","CAR1 didnt see/look when visibility limited by roadside features  CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility limited by roadside features  ENV: visibility limited by crest or dip, street lighting inadequate","Dry","Dark","Fine","X Type Junction","Stop Sign","0","0","1","1859260","5834023",
"2/116/11.242","100","N","WRIGHT ROAD","201006101","04/12/2010","Sat","0919","load or trailer from CAR1 SBD on SH 2 hit SUV2  CAR1 hit Fence, Traffic Sign","CAR1 too fast on straight, jack-knifed, load not well secured or moved, towed vehicle or trailer too heavy or incompatible","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1860063","5833204",
"2/116/11.542","200","S","WRIGHT ROAD","201203766","01/08/2012","Wed","1647","CAR1 NBD on SH 2 lost control; went off road to left, CAR1 hit Traffic Sign","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1860221","5832950",
"2/116/11.833","500","S","WRIGHT ROAD","2903439","09/07/2009","Thu","1530","CAR1 SBD on SH 2 hit rear of CAR2 turning right from centre line","CAR1 failed to notice indication of vehicle in front  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","0","3","1860390","5832702",
"2/116/11.871","110","N","AONGATETE ROAD","2802891","03/02/2008","Sun","0430","SUV1 NBD on SH 2 lost control turning left, SUV1 hit Tree","SUV1 alcohol test above limit or test refused, fatigue due to lack of sleep","Dry","Dark","Fine","Unknown","N/A","0","1","0","1860409","5832670",
"2/116/12.711","300","N","MORTON ROAD","201105684","01/12/2011","Thu","1000","CAR1 NBD on SH 2 lost control; went off road to left, CAR1 hit Tree","CAR1 lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1860634","5831891",
"2/116/13.49","","I","WORK ROAD","201002890","30/04/2010","Fri","1730","VAN1 NBD on SH 2 hit CAR2 turning right onto SH 2 from the left","CAR2 failed to give way at stop sign","Dry","Twilight","Fine","T Type Junction","Stop Sign","0","0","1","1860973","5831202",
"2/116/13.682","200","S","WORK ROAD","2901325","03/01/2009","Sat","1540","CAR1 SBD on SH 2 lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","1","1860927","5831007",
"2/116/13.912","420","S","WORK ROAD","201006149","18/12/2010","Sat","1000","CAR1 SBD on SH 2 lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1860990","5830802",
"2/116/14.05","500","N","SARGENT DRIVE","201105687","26/12/2011","Mon","1101","load or trailer from TRUCK1 SBD on SH 2 TRUCK1 went Over Bank, Tree","TRUCK1 lost control due to vehicle fault, inadequate tow coupling","Dry","Overcast","Fine","Unknown","N/A","0","0","3","1861093","5830711",
"2/130/0.576","150","S","SARGENT DRIVE","2900001","02/01/2009","Fri","2015","SUV1 SBD on SH 2 lost control on curve and hit CAR2 head on, SUV1 hit Fence","SUV1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control when turning  SUV3 alcohol suspected","Wet","Overcast","Light Rain","Unknown","Nil","1","0","1","1861440","5830220",
"2/130/0.941","800","N","WAINUI SOUTH ROAD","201205212","24/11/2012","Sat","0704","CAR1 NBD on SH 2 lost control; went off road to left, CAR1 hit Ditch","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1861496","5829862",
"2/130/1.14","600","N","WAINUI SOUTH ROAD","2901326","08/01/2009","Thu","0120","SUV1 NBD on SH 2 hit CAR2 headon on straight","SUV1 failed to keep left on straight, on incorrect side of the island or median  CAR2 alcohol test above limit or test refused","Dry","Dark","Fine","Unknown","N/A","0","1","3","1861543","5829668",
"2/130/1.34","400","N","WAINUI SOUTH ROAD","2800132","28/09/2008","Sun","0619","CAR1 NBD on SH 2 hit CAR2 headon on straight","CAR1 alcohol test above limit or test refused, failed to keep left on straight, fatigue (drowsy, tired, fell asleep)  CAR2 alcohol not suspected, tested and -ve (MoT use only)","Dry","Twilight","Fine","Unknown","Nil","1","0","1","1861590","5829473",
"2/130/2.117","100","S","TURNER ROAD","201204844","01/11/2012","Thu","1220","TRUCK1 SBD on SH 2 lost control turning left, TRUCK1 hit Traffic Sign, Ditch","TRUCK1 too far left/right, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1862002","5828846",
"2/130/2.696","","I","APATA STATION ROAD W","201203985","13/09/2012","Thu","0757","MOTOR CYCLE1 WBD on SH 2 hit CAR2 turning right onto SH 2 from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction, new driver showed inexperience","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1862552","5828993",
"2/130/4.509","700","N","PAHOIA ROAD","2905629","25/10/2009","Sun","2005","CAR1 NBD on SH 2 lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast entering corner, lost control when turning","Dry","Twilight","Fine","Unknown","N/A","0","1","2","1864159","5829017",
"2/130/5.009","200","N","ESDAILE ROAD","2806146","09/12/2008","Tue","1420","CAR1 NBD on SH 2 hit parked veh, CAR1 hit Parked Vehicle","CAR1 failed to notice car slowing, attention diverted","Wet","Overcast","Light Rain","Unknown","Nil","0","0","1","1864289","5828539",
"2/130/5.059","150","N","ESDAILE ROAD","2903709","16/06/2009","Tue","1613","VAN1 NBD on SH 2 lost control turning right, VAN1 hit Cliff Bank, Fence, Tree, Ditch on right hand bend ","VAN1 drugs suspected, illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1864297","5828490",
"2/130/5.206","","I","ESDAILE ROAD","2901385","20/02/2009","Fri","1325","CAR1 NBD on SH 2 lost control on curve and hit CAR2 head on","CAR1 lost control under heavy braking, suddenly swerved to avoid vehicle","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","0","4","1864335","5828345",
"2/130/5.209","","I","ESDAILE ROAD","201205715","17/12/2012","Mon","1735","CAR2 turning right hit by oncoming CAR1 NBD on SH 2 ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: road surface under construction or maintenance","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1864334","5828345",
"2/130/5.209","","I","ESDAILE ROAD","201004116","24/07/2010","Sat","1749","CAR1 NBD on SH 2 hit CAR2 turning right onto SH 2 from the left","CAR2 failed to give way at give way sign","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","0","1","1864334","5828345",
"2/130/5.209","","I","PAHOIA ROAD","201001545","04/02/2010","Thu","1900","MOTOR CYCLE1 SBD on SH 2 hit SUV2 merging from the left","SUV2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1864334","5828345",
"2/130/5.276","70","S","ESDAILE ROAD","2902779","14/05/2009","Thu","1943","CAR1 NBD on SH 2 hit CAR2 headon on straight","CAR1 failed to keep left on straight","Wet","Dark","Fine","Unknown","N/A","0","2","1","1864374","5828287",
"2/130/6.501","300","W","FRANCIS ROAD","2904081","26/07/2009","Sun","0220","SUV1 SBD on SH 2 lost control; went off road to right, SUV1 hit Cliff Bank","SUV1 alcohol test result unknown, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","0","1","1865343","5827537",
"2/130/7.268","","I","OMOKOROA ROAD","2901307","23/01/2009","Fri","1629","CAR2 turning right hit by oncoming CAR1 SBD on SH 2 ","CAR1 alcohol test below limit  CAR2 alcohol test below limit, failed to give way when turning to non-turning traffic, misjudged speed etc of vehicle coming from another dirn with right of way, fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","2","1865949","5827066",
"2/130/7.268","","I","OMOKOROA ROAD","2805221","29/10/2008","Wed","1426","CAR2 turning right hit by oncoming CAR1 SBD on SH 2  CAR1 hit Traffic Island, Traffic Sign","CAR2 failed to give way when turning to non-turning traffic, attention diverted by other traffic, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","0","0","1","1865949","5827066",
"2/130/7.272","","I","OMOKOROA ROAD","201004159","10/09/2010","Fri","1850","CAR2 turning right hit by oncoming VAN1 SBD on SH 2 ","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","T Type Junction","Stop Sign","0","1","0","1865948","5827066",
"2/130/7.272","","I","OMOKOROA ROAD","201004160","10/09/2010","Fri","0640","MOTOR CYCLE1 SBD on SH 2 hit CAR2 turning right onto SH 2 from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction, new driver showed inexperience","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1865948","5827066",
"2/130/7.668","400","S","OMOKOROA ROAD","2806604","14/09/2008","Sun","0005","CAR1 WBD on SH 2 lost control; went off road to right, CAR1 hit Cliff Bank","CAR1 failed to keep left on straight, lost control","Wet","Dark","Light Rain","Unknown","Nil","0","0","1","1866228","5826780",
"2/130/7.972","700","S","OMOKOROA ROAD","201105752","31/12/2011","Sat","1540","VAN1 NBD on SH 2 lost control turning left, VAN1 hit Cliff Bank","VAN1 too fast entering corner, lost control when turning, new driver showed inexperience, driver over-reacted, worn tread on tyre  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","1","1866438","5826566",
"2/130/7.972","700","S","YOUNGSON ROAD","201003296","19/06/2010","Sat","0130","CAR1 SBD on SH 2 lost control turning right, CAR1 hit Cliff Bank, Fence on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Wet","Dark","Fine","Unknown","N/A","0","1","1","1866438","5826566",
"2/130/8.068","800","E","YOUNGSON ROAD","2905559","29/11/2009","Sun","0605","CAR1 EBD on SH 2 lost control turning right, CAR1 hit Cliff Bank, Fence, Kerb on right hand bend ","CAR1 alcohol test above limit or test refused","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1866485","5826479",
"2/130/8.118","850","S","YOUNGSON ROAD","2901386","20/02/2009","Fri","1652","VAN1 NBD on SH 2 lost control; went off road to left, VAN1 hit Cliff Bank, Over Bank, Fence","VAN1 too far left/right, lost control, fatigue due to working long hours before driving  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1866502","5826432",
"2/130/8.749","500","N","PLUMMERS POINT ROAD","201203949","07/08/2012","Tue","1307","CAR1 SBD on SH 2 lost control while overtaking","CAR1 lost control, new driver showed inexperience  VAN2 too far left/right, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1866664","5825826",
"2/130/8.844","400","N","PLUMMERS POINT ROAD","2803332","05/05/2008","Mon","0459","TRUCK1 NBD on SH 2 hit rear end of CAR2 stop/slow for obstruction, TRUCK1 went Over Bank, Vehicle, CAR2 went Over Bank","TRUCK1 failed to notice car slowing  CAR2 parked or stopped  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","1","1","1866690","5825729",
"2/130/9.244","","I","PLUMMERS POINT ROAD","2806087","29/11/2008","Sat","1852","MOTOR CYCLE1 NBD on SH 2 hit CAR2 turning right against","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving service station","Dry","Bright Sun","Fine","Driveway","Stop Sign","0","0","1","1866789","5825342",
"2/130/9.386","","I","BARRETT ROAD","2802534","30/03/2008","Sun","1815","CAR1 SBD on SH 2 lost control turning left, CAR1 hit Traffic Sign","CAR1 alcohol test above limit or test refused, lost control when turning, interferred with driver","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","4","1866844","5825211",
"2/130/9.392","","I","BARRETT ROAD","201205224","05/12/2012","Wed","0808","VAN1 NBD on SH 2 hit SCHOOL BUS2 turning right onto SH 2 from the left","SCHOOL BUS2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction  ENV: fog or mist","Dry","Overcast","Mist","T Type Junction","Stop Sign","0","0","2","1866844","5825211",
